layer,table,col,data_type,nullable,pkey,fkey,description,keep,keep_in_rag,domain,synonyms,column_type,aggregation,schema,enum
gold,finance_allocated_revenue,product_category,varchar,1,,,Loại danh mục sản phẩm mà khoản thu tiền mặt thuộc.,True,False,finance,loại sản phẩm;product category;danh mục sản phẩm;product type;nhóm sản phẩm;product group;phân loại sản phẩm;category of product;loại hàng;product line,dimension,count;count_distinct,biz,
gold,finance_allocated_revenue,product_growth_type,varchar,1,,,"Loại hình tăng trưởng (Mới, Tái tục, Bán thêm/Upsell).",True,False,sales,Mới;New;First time;Launch;Tái tục;Renewal;Gia hạn;Renewed;Bán thêm/Upsell;Upsell;Cross-sell;Add-on,dimension,count;count_distinct,biz,DT renew ; DT Upsales ; DT cũ ; DT mới ; SPDV mới ; Doanh thu upsell ; DT upsell ; ; DT mới
gold,finance_allocated_revenue,product_service_group,varchar,1,,,Nhóm sản phẩm hoặc dịch vụ mà giao dịch thu tiền thuộc về.,True,False,product,nhóm sản phẩm;nhóm dịch vụ;product service group;product group;service group;product category;service category;phân loại sản phẩm;phân loại dịch vụ;product line,dimension,count;count_distinct,biz,Phần mềm ; MSS ; Dịch vụ ; PC ; DỊch ;
gold,finance_allocated_revenue,report_date,timestamp(3),0,,,Ngày mà dữ liệu thu tiền được báo cáo trong hệ thống.,True,False,finance,ngày báo cáo;ngày ghi nhận;ngày thu tiền;ngày lập báo cáo;ngày giao dịch;report date;reporting date;transaction date;collection date;date,time,none,biz,
gold,finance_allocated_revenue,revenue_amount,"decimal(18,2)",0,,,Số tiền doanh thu/thu tiền (trước thuế).,True,False,finance,doanh thu;số tiền thu;tiền thu;giá trị doanh thu;revenue amount;revenue;sales revenue;cash collected;total revenue;total cash collected,metric,sum;avg;min;max,biz,
gold,finance_allocated_revenue,revenue_group,varchar,1,,,Nhóm mô tả cách phân loại nguồn tiền thu nhập tổng quát nhất,True,False,finance,nhóm doanh thu;revenue group;phân loại doanh thu;revenue category;loại doanh thu;revenue segment;đối tượng doanh thu;revenue classification,dimension,count;count_distinct,biz,Nội bộ ; Ngoài ; Thị trường ; Quốc tế ; Khác ; SI-Ngoài
gold,finance_allocated_revenue,revenue_type,varchar,1,,,Loại doanh thu mô tả cách thức hoặc nguồn thu nhập của giao dịch thu tiền.,True,False,finance,loại doanh thu;kiểu doanh thu;revenue type;type of revenue;dòng doanh thu;revenue category;phân loại doanh thu;revenue classification;kiểu thu nhập,dimension,count;count_distinct,biz,Doanh thu gia hạn ; Doanh thu bán gia tăng ; Doanh thu hiện hữu ; Doanh thu mới ; Doanh thu bán thêm ; Khác ; Sản phẩm / Dịch vụ mới
gold,finance_allocated_revenue,customer_segment_l1,varchar,1,,,Mức phân khúc cấp 1 của khách hàng hoặc giao dịch trong báo cáo thu tiền.,True,False,finance,phân khúc cấp 1;segment L1;segment level 1;segment tier 1;đoạn thị trường cấp 1;business segment;customer segment;segment;segment level one;phân khúc doanh nghiệp,dimension,count;count_distinct,biz,Nội bộ ; Khách hàng ngoài ; International
gold,finance_allocated_revenue,customer_segment_l3,varchar,1,,,"Phân khúc khách hàng chi tiết (BFSI, GOV, Manufacturing...).",True,False,sales,phân khúc L3;segment L3;segment level 3;cấp độ phân khúc 3;sub‑segment 3;phân khúc chi tiết;segment tier 3;segment classification;segment third level;phân khúc cấp 3,dimension,count;count_distinct,biz,Nội bộ ; DNL ; Năng lượng ; Thị Trường ; Doanh nghiệp ; BFSI ; GOV ; Khác ; Chứng khoán ; Tỉnh ; Quốc tế ; ; BQP ; Mid-end
gold,finance_allocated_revenue,business_unit_level_1,varchar,1,,,"Các trung tâm, đơn vị cấp 1 trong cấu trúc tổ chức, Đơn vị kinh doanh (BU) cấp cao nhất chịu trách nhiệm.",True,False,finance,đơn vị cấp 1;cấp độ đơn vị 1;đơn vị tổ chức cấp 1;unit level 1;first level unit;top-level unit;business unit level 1;primary unit;đơn vị cấp cao nhất;cấp độ tổ chức 1,dimension,count;count_distinct,biz,TTGS ; TTSP ENTERPRISE ; TTSX &CNTT ; TTDVATTT ; TTSP TELCO ; TT TI ; Khác ; TTDVMN
gold,finance_allocated_revenue,vat,"decimal(18,2)",1,,,Số tiền thuế giá trị gia tăng tương ứng.,True,False,finance,thuế VAT;giá trị gia tăng;VAT amount;tax amount;value added tax;tiền thuế;VAT;thuế GTGT;VAT collected;tiền thuế VAT,metric,sum;avg;min;max,biz,
gold,finance_allocated_revenue,territory_name,varchar,1,,,Tên khu vực địa lý mà chi phí thực tế được ghi nhận.,True,False,sales,tên khu vực;vùng bán hàng;khu vực;địa bàn;miền;territory name;region;sales region;geographic area;area name,dimension,count;count_distinct,biz,Miền bắc ; Miền nam
gold,finance_cost_plan,cost_code,varchar,0,,,Mã định danh cho từng loại chi phí trong kế hoạch tài chính.,True,False,finance,mã chi phí;cost code;mã chi;cost identifier;mã loại chi phí;cost category code;mã chi phí dự kiến;planned cost code;chi phí code;cost ID,dimension,count;count_distinct,biz,
gold,finance_cost_plan,cost_group,varchar,0,,,Nhóm chi phí mà doanh nghiệp phân loại các khoản chi theo mục đích hoặc loại hình.,True,False,finance,nhóm chi phí;cost group;phân loại chi phí;cost category;loại chi phí;expense group;nhóm chi phí dự kiến;cost grouping;phân nhóm chi phí;expense category,dimension,count;count_distinct,biz,
gold,finance_cost_plan,currency_code,varchar,0,,,Mã tiền tệ sử dụng trong bản kế hoạch (thường chuẩn hóa về VND).,True,False,finance,mã tiền tệ;đơn vị tiền tệ;loại tiền tệ;tiền tệ;currency code;currency;currency type;currency symbol;đơn vị tiền tệ của chi phí;currency used in cost plan,dimension,count;count_distinct,biz,
gold,finance_cost_plan,expected_cost_value,"decimal(18,2)",0,,,Chi phí dự kiến cho từng mục chi phí trong kế hoạch tài chính.,True,False,finance,chi phí dự kiến;expected cost;budgeted cost;chi phí ước tính;estimated cost;planned expense;chi phí dự tính;cost forecast;chi phí dự kiến trong kế hoạch;forecasted cost,metric,sum;avg;min;max,biz,
gold,finance_cost_plan,plan_date,timestamp(3),0,,,Ngày dự kiến thực hiện chi phí trong kế hoạch tài chính.,True,False,finance,ngày kế hoạch;ngày dự kiến;ngày lập kế hoạch;plan date;planned date;budget date;cost plan date;ngày chi phí dự kiến;when is the cost planned;ngày dự trù,time,none,biz,
gold,finance_product_revenue_plan,product_category_code,varchar,0,,,Mã loại sản phẩm/dịch vụ,True,False,finance,mã danh mục;product category code;mã sản phẩm dịch vụ;product category;,dimension,count;count_distinct,biz,
gold,finance_product_revenue_plan,currency_code,varchar,0,,,Mã tiền tệ của bản kế hoạch (thường là VND).,True,False,finance,mã tiền tệ;currency;đơn vị tiền tệ;currency code;đơn vị tiền;tiền tệ;currency abbreviation;loại tiền;plan currency;đơn vị tiền của kế hoạch,dimension,count;count_distinct,biz,
gold,finance_product_revenue_plan,plan_date,timestamp(3),0,,,Kỳ kế hoạch doanh thu (Tháng/Quý/Năm).,True,False,finance,ngày kế hoạch;plan date;ngày dự kiến;planned date;ngày lập kế hoạch;date of plan;ngày dự tính;forecast date;ngày dự báo;date,time,none,biz,
gold,finance_product_revenue_plan,plan_must_amount,"decimal(18,2)",0,,,Doanh thu kế hoạch MUST tối thiểu bắt buộc phải đạt được theo từng sản phẩm/dịch vụ,True,False,finance,doanh thu dự kiến bắt buộc;doanh thu mục tiêu tối thiểu;kế hoạch doanh thu bắt buộc;doanh thu phải đạt;mandatory revenue plan;required revenue target;must revenue;planned mandatory revenue,metric,sum;avg;min;max,biz,
gold,finance_product_revenue_plan,plan_nice_amount,"decimal(18,2)",0,,,Doanh thu kế hoạch NICE mục tiêu kỳ vọng (Stretch Goal) theo từng sản phẩm/dịch vụ,True,False,finance,kế hoạch doanh thu;doanh thu dự kiến;số tiền dự kiến;plan_nice;plan revenue;estimated revenue;budgeted revenue;revenue forecast;doanh thu kế hoạch;planned revenue,metric,sum;avg;min;max,biz,
gold,finance_product_revenue_plan,product_group,varchar,0,,,"Phân nhóm chiến lược của sản phẩm (SOC, Telecom Security...).",True,False,product,nhóm sản phẩm;product group;loại sản phẩm;product category;phân nhóm sản phẩm;product segment;nhóm hàng;product line;phân khúc sản phẩm;product group name,dimension,count;count_distinct,biz,"HST SOC (Sản phẩm, dịch vụ thuộc HST Soc) ; PROFESSIONAL SERVICE (Dịch vụ ATTT chuyên sâu) ; SPDV MỚI ; TELECOM SECURITY (SP An ninh Viễn thông)"
gold,finance_product_revenue_plan,product_name,varchar,0,,,Tên chi tiết của sản phẩm/dịch vụ mục tiêu.,True,False,product,Tên sản phẩm;Product name;Tên mặt hàng;Product;Tên SP;Tên hàng;Tên sản phẩm trong kế hoạch;Product identifier,dimension,count;count_distinct,biz,MSS ; VCS-CyM ; VCS-CyCir ; VCS-aJiant ; VCS-NDR ; VCS-NSM ; M-Suite ; VCS-F2DR ; VCS-TI ; VCS-InT ; Viettel Safe platform ; WAAP Solution ; MDR Service ; LI ; TML ; BRG ; TAD ; TAS (Telco Authen Service) ; VCS-KIAN ; VCS-AMA ; VCS-ESG ; VCS-WSG ; VCS-NAC ; SOC platform ; VAPT (Pentest) ; Redteam ; Infrastructure Audit ; Tư vấn ; Threat Hunting ; Purple Team Service ; CA ; Dịch vụ chuyên nghiệp khác ; Cloudrity ; AntiDDos
gold,finance_production_cost_allocations,base_currency_amount,"decimal(18,2)",0,,,"Giá trị chi phí đã phân bổ, quy đổi về đồng tiền cơ sở (VND).",True,False,finance,số tiền cơ sở;giá trị tiền tệ gốc;base currency amount;amount in base currency;giá trị cơ sở;base currency value;tiền tính bằng đồng gốc;total amount in base currency;original currency amount;local currency amount,metric,sum;avg;min;max,biz,
gold,finance_production_cost_allocations,product_category_code,varchar,0,,,Mã loại sản phẩm/dịch vụ,True,False,finance,mã danh mục;product category code;mã sản phẩm dịch vụ;product category;,dimension,count;count_distinct,biz,
gold,finance_production_cost_allocations,cost_group,varchar,1,,,"Nhóm tính chất chi phí (Nhân công trực tiếp, Khấu hao, Chi phí quản lý phân bổ...).",True,False,finance,nhóm chi phí;cost group;nhóm chi;phân loại chi phí;cost category;nhóm chi tiêu;expense group;phân nhóm chi phí;cost grouping,dimension,count;count_distinct,biz,"Chi phí Nhân công & OS trực tiếp ; Chi phí OS kinh doanh ; Chi phí khấu hao tài sản cố định ; Chi phí tài nguyên, CCDC phục vụ sản xuất ; Chi phí phục vụ bán hàng phân bổ ; Chi phí quản lý, chung thường xuyên phân bổ ; Chi phí phân bổ khác ; Chi phí phần cứng, phần mềm mua/thuê ngoài"
gold,finance_production_cost_allocations,currency_code,varchar,1,,,Mã tiền tệ gốc của giao dịch trước khi quy đổi.,True,False,finance,Mã tiền tệ;Currency code;Mã tiền;Currency;Mã tiền tệ ISO;ISO currency code;Mã tiền tệ trong báo cáo;Report currency code,dimension,count;count_distinct,biz,
gold,finance_production_cost_allocations,expense_code,varchar,1,,,Mã định danh cụ thể cho khoản mục chi phí sản xuất.,True,False,finance,mã chi phí;expense code;mã khoản chi;expense identifier;mã chi tiêu;expense category code;code chi phí;chi phí code;expense classification;mã phân loại chi phí,dimension,count;count_distinct,biz,
gold,finance_production_cost_allocations,market_name,varchar,1,,,"Tên phân khúc thị trường chịu phí (Miền Bắc, Miền Nam, Quốc tế...).",True,False,finance,tên thị trường;thị trường;khu vực thị trường;địa điểm thị trường;market name;market;sales market;market segment;thị trường bán hàng;market used in cost allocation,dimension,count;count_distinct,biz,Miền bắc ; Miền nam
gold,finance_production_cost_allocations,old_product_category,varchar,1,,,Danh mục sản phẩm cũ (Dùng để đối chiếu dữ liệu lịch sử trước khi đổi code).,True,False,finance,danh mục cũ;old category;nhóm danh mục trước;previous category;old cost category;phân loại cũ;previous cost group;old cost group,dimension,count;count_distinct,biz,
gold,finance_production_cost_allocations,report_date,timestamp(3),1,,,Kỳ báo cáo ghi nhận việc phân bổ chi phí.,True,False,finance,ngày báo cáo;report date;ngày ghi nhận;reporting date;ngày thống kê;date of report;thời gian báo cáo;date;thời điểm báo cáo;reporting period date,time,none,biz,
gold,finance_production_cost_allocations,territory_name,varchar,1,,,Tên khu vực địa lý cụ thể phát sinh hoặc nhận phân bổ chi phí.,True,False,finance,tên khu vực;territory name;region name;khu vực bán hàng;area name;địa bàn;geographic territory;sales territory;vùng địa lý;region,dimension,count;count_distinct,biz,Miền bắc ; Miền nam
gold,finance_revenue_plan,currency_code,varchar,1,,,Mã tiền tệ của bản kế hoạch (thường chuẩn hóa về VND).,True,False,finance,"mã tiền tệ;đơn vị tiền tệ;loại tiền tệ;currency code;currency;đơn vị tiền tệ (USD, VND);mã tiền tệ (USD);currency symbol;tiền tệ;currency",dimension,count;count_distinct,biz,
gold,finance_revenue_plan,plan_date,timestamp(3),1,,,Kỳ kế hoạch áp dụng các chỉ tiêu doanh thu.,True,False,finance,ngày kế hoạch;plan date;ngày dự kiến;planned date;ngày lập kế hoạch;date of plan;ngày dự báo;forecast date;ngày dự tính;estimated date,time,none,biz,
gold,finance_revenue_plan,plan_must_amount,"decimal(18,2)",1,,,Mục tiêu doanh thu MUST (tối thiểu) phải đạt trong kỳ.,True,False,finance,doanh thu mục tiêu bắt buộc;doanh thu phải đạt;kế hoạch doanh thu bắt buộc;plan must revenue;must revenue;target revenue;mandatory revenue;revenue must;doanh thu dự kiến bắt buộc;revenue target (must),metric,sum;avg;min;max,biz,
gold,finance_revenue_plan,plan_nice_amount,"decimal(18,2)",1,,,Mục tiêu doanh thu NICE kỳ vọng cao hơn MUST hoặc thử thách (Stretch Goal).,True,False,finance,doanh thu dự kiến;kế hoạch doanh thu;dự toán doanh thu;doanh thu NICE;kế hoạch NICE;planned revenue;revenue forecast;NICE revenue plan;projected revenue;plan_nice,metric,sum;avg;min;max,biz,
gold,finance_revenue_plan,plan_viettel_group_amount,"decimal(18,2)",1,,,Mục tiêu doanh thu TARGET do tập đoàn Viettel giao chỉ tiêu,True,False,finance,kế hoạch doanh thu Viettel Group;dự kiến doanh thu Viettel;plan_viettel_group;Viettel group revenue plan;planned revenue for Viettel;Viettel revenue forecast;doanh thu dự kiến Viettel;Viettel revenue target;bao nhiêu doanh thu dự kiến cho Viettel;Viettel group plan amount,metric,sum;avg;min;max,biz,
gold,finance_revenue_plan,customer_segment_l1,varchar,1,,,"Phân khúc khách hàng cấp cao nhất (Nội bộ, Bên ngoài, Quốc tế...).",True,False,sales,phân khúc cấp 1;segment L1;segment cấp 1;segment level 1;primary segment;first level segment;segment category;nhóm phân khúc;segment group;segment level one,dimension,count;count_distinct,biz,Khác ; Khách hàng ngoài ; Bộ quốc phòng ; Nội bộ ; International
gold,finance_revenue_plan,customer_segment_l1_alias,varchar,1,,,Tên gọi chuẩn hóa của phân khúc L1 dùng để hiển thị trên báo cáo.,True,False,sales,phân khúc cấp 1; tên phân khúc cấp 1; segment L1; segment level 1 alias; segment L1 name; first level segment; segment category; segment level 1; segment alias; segment name,dimension,count;count_distinct,biz,
gold,finance_revenue_plan,customer_segment_l2,varchar,1,,,"Phân khúc khách hàng chi tiết hơn (SI nội bộ, SI ngoài, Direct...).",True,False,finance,phân khúc cấp 2;segment cấp 2;segment l2;segment level 2;sub‑segment;nhóm phụ;segment con;secondary segment;segment phụ;segment level two,dimension,count;count_distinct,biz,None ; Khách hàng ngoài ; Khách hàng SI ngoài ; Khách hàng SI nội bộ ; Direct / Local Channel ; Viettel Global Partner ; Khách hàng nội bộ
gold,finance_fact_ratios,report_date,timestamp(3),0,,,Ngày chốt dữ liệu chỉ số (thường là ngày cuối tháng hoặc cuối quý).,True,False,time,,time,none,biz,
gold,finance_fact_ratios,metric_code,varchar,1,1.0,,"Mã định danh rút gọn của chỉ số (Ví dụ: ROE, ROS, CURRENT_RATIO).",True,False,finance,metric_code; metric_id; indicator_code; kpi_code; code; mã chỉ số;mã KPI;mã metric,dimension,count;count_distinct,biz,
gold,finance_fact_ratios,metric_name,varchar,1,,,Tên đầy đủ mang tính diễn giải của chỉ số (Ví dụ: Tỷ suất lợi nhuận trên vốn chủ sở hữu).,True,False,finance,metric_name; metric ; indicator_name ; kpi_name ; name ; tên chỉ số ; tên KPI ; tên metric; chỉ số,dimension,count;count_distinct,biz,
gold,finance_fact_ratios,metric_value,"decimal(18,4)",1,,,Giá trị thực tế của chỉ số tại thời điểm báo cáo (có thể âm/dương),True,False,finance,metric_value; value; metric_result ; kpi_value ; indicator_value; result ; số liệu ; giá trị ; kết quả ; số đo,metric,sum;avg;min;max,biz,
gold,finance_sales_product_revenue,contract_id,varchar,1,,1.0,Mã định danh hợp đồng (giả lập từ dữ liệu nguồn).,True,False,finance,mã hợp đồng;contract id;contract identifier;id hợp đồng;hợp đồng id;contract key,id,count_distinct,biz,
gold,finance_sales_product_revenue,invoice_id,varchar,1,1.0,,Mã định danh hóa đơn (giả lập theo invoice + ngày).,True,False,finance,mã hóa đơn;invoice id;invoice identifier;id hóa đơn;invoice key,id,count_distinct,biz,
gold,finance_sales_product_revenue,invoice_tag,varchar,1,,,"Phân loại nguồn dữ liệu hóa đơn (ALL, SOC).",True,False,dimension,tag,dimension,count;count_distinct,biz,ALL;SOC
gold,finance_sales_product_revenue,invoice_date,timestamp(3),1,,,(Time Key) Ngày phát hành hóa đơn chính thức.,True,False,finance,ngày hóa đơn;invoice date;ngày xuất hóa đơn;billing date,time,none,biz,
gold,finance_sales_product_revenue,invoice_month,bigint,1,,,Tháng của hóa đơn (dạng số).,True,False,finance,tháng hóa đơn;invoice month;tháng phát sinh,time,count,biz,
gold,finance_sales_product_revenue,invoice_type,varchar,1,,,"Loại hóa đơn (HD,...).",True,False,finance,loại hóa đơn;invoice type;loại chứng từ,dimension,count;count_distinct,biz,GT;HD;PB;TT
gold,finance_sales_product_revenue,billing_description,varchar,1,,,Mô tả nội dung tính phí hoặc dịch vụ trong hóa đơn.,True,False,finance,mô tả;description;billing description;nội dung hóa đơn;diễn giải,dimension,count,biz,
gold,finance_sales_product_revenue,revenue_amount,"decimal(18,2)",0,,,Doanh thu gốc chưa bao gồm VAT.,True,False,finance,doanh thu;revenue;net revenue;doanh thu thuần,measure,sum;avg,biz,
gold,finance_sales_product_revenue,revenue_share_amount,"decimal(18,2)",0,,,Giá trị doanh thu sau khi thực hiện các quy tắc phân chia (Share).,True,False,finance,doanh thu chia sẻ;shared revenue;revenue share,measure,sum;avg,biz,
gold,finance_sales_product_revenue,final_revenue_amount,"decimal(18,2)",1,,,(Metric) Doanh thu cuối cùng dùng để tính KPI sau mọi điều chỉnh.,True,False,finance,doanh thu cuối;final revenue;adjusted revenue,measure,sum;avg,biz,
gold,finance_sales_product_revenue,vat_amount,"decimal(18,2)",0,,,Giá trị thuế VAT của hóa đơn.,True,False,finance,vat;thuế;thuế VAT;vat amount,tax,sum,biz,
gold,finance_sales_product_revenue,gross_amount,"decimal(18,2)",1,,,Tổng doanh thu bao gồm VAT.,True,False,finance,tổng tiền;gross;gross revenue;doanh thu gồm VAT,measure,sum,biz,
gold,finance_sales_product_revenue,revenue_recognition_type,varchar,0,,,"Loại ghi nhận doanh thu (1 lần, phân bổ...).",True,False,finance,ghi nhận doanh thu;recognition type;revenue type,dimension,count;count_distinct,biz,
gold,finance_sales_product_revenue,service_category,varchar,1,,,"Nhóm dịch vụ lớn (MSS, Phần mềm, PC...).",True,False,finance,nhóm dịch vụ;service category;service group,dimension,count;count_distinct,biz,Dịch vụ;Dịch vụ ;MSS;PC;Phần mềm
gold,finance_sales_product_revenue,customer_segment_l1,varchar,1,,,Phân loại khách hàng cấp 1 (nội bộ/ngoài/quốc tế).,True,False,finance,khách hàng cấp 1; segment L1; customer segment l1,dimension,count;count_distinct,biz,
gold,finance_sales_product_revenue,revenue_source_name,varchar,1,,,Nguồn doanh thu hoặc loại khách hàng,True,False,finance,loại khách hàng; nguồn doanh thu,dimension,count;count_distinct,biz,
gold,finance_sales_product_revenue,customer_channel,varchar,1,,,Kênh bán hàng hoặc tiếp cận khách hàng.,True,False,finance,kênh khách hàng;channel;sales channel,dimension,count;count_distinct,biz,
gold,finance_sales_product_revenue,company_alias,varchar,1,,,Tên viết tắt / biệt danh công ty,True,False,finance,tên khách hàng;customer name;client name;tên công ty; alias công ty,dimension,count;count_distinct,biz,
gold,finance_sales_product_revenue,customer_segment_l3,varchar,1,,,"Phân khúc khách hàng chiến lược cấp 3 (BFSI, GOV, Quốc tế...).",True,False,finance,phân khúc;segment;customer segment; khách hàng cấp 3; segment L3,dimension,count;count_distinct,biz,BFSI;DNL;GOV;Năng lượng ;Nội bộ;Quốc tế;Tỉnh
gold,finance_sales_product_revenue,department_alias,varchar,1,,,Tên viết tắt / biệt danh phòng ban kinh doanh,True,False,finance,phòng ban kinh doanh; bộ phận kinh doanh,dimension,count;count_distinct,biz,
gold,finance_sales_product_revenue,customer_industry,varchar,1,,,Ngành nghề / nhóm khách hàng.,True,False,finance,ngành nghề; lĩnh vực; nhóm khách hàng,dimension,count;count_distinct,biz,
gold,finance_sales_product_revenue,account_manager,varchar,1,,,Nhân viên quản lý tài khoản chịu trách nhiệm doanh thu này.,True,False,finance,account manager;AM;quản lý khách hàng,dimension,count;count_distinct,biz,
gold,finance_sales_product_revenue,service_name,varchar,1,,,Tên dịch vụ/sản phẩm.,True,False,finance,tên dịch vụ;service name;product name,dimension,count;count_distinct,biz,
gold,finance_sales_product_revenue,revenue_type,varchar,1,,,"Phân loại tăng trưởng: Mới (New), Tái tục (Renew), Bán thêm (Upsell).",True,False,finance,loại doanh thu;revenue type,dimension,count;count_distinct,biz,DT Cũ;DT Renew;DT Upsales;DT cũ;DT cũ ;DT mới;DT mới ;DT renew;DT upsales;Doanh thu upsell;Dt mới;SPDV mới
gold,finance_sales_product_revenue,soc_type,varchar,1,,,Phân loại SOC / non-SOC.,True,False,finance,soc;SOC type,dimension,count;count_distinct,biz,
gold,finance_sales_product_revenue,mss_shared_revenue,varchar,1,,,Cờ xác định doanh thu MSS có chia sẻ hay không.,True,False,finance,mss share;shared revenue flag,dimension,count;count_distinct,biz,
gold,finance_sales_product_revenue,market_scope,varchar,1,,,"Phạm vi thị trường (miền, khu vực).",True,False,finance,thị trường;market scope;region,dimension,count;count_distinct,biz,
gold,finance_sales_product_revenue,service_code,varchar,1,,,Mã dịch vụ/sản phẩm.,True,False,finance,mã dịch vụ;service code;product code,id,count_distinct,biz,
gold,finance_sales_product_revenue,region,varchar,1,,,Khu vực địa lý phát sinh doanh thu (Trong nước & Quốc tế).,True,False,finance,vùng;region;area,dimension,count;count_distinct,biz,Miền bắc;Nam;Nam ;Nhật Bản ;Philippines;Taiwan;Timor-Leste;nan
gold,finance_sales_product_revenue,note,double,1,,,Ghi chú bổ sung.,True,False,finance,note;ghi chú,dimension,count,biz,
gold,finance_sales_product_revenue,current_account_manager,varchar,1,,,Nhân sự quản lý khách hàng hiện tại.,True,False,finance,current AM;account manager,dimension,count;count_distinct,biz,
gold,finance_sales_product_revenue,currency_code,varchar,1,,,"Loại tiền tệ (VND, USD...).",True,False,finance,tiền tệ;currency;currency code,dimension,count;count_distinct,biz,
gold,finance_daily_business_metrics,report_date,timestamp,0,0.0,,"Ngày ghi nhận số liệu tài chính dùng để theo dõi doanh thu, chi phí và lợi nhuận theo thời gian.",True,True,finance,ngày báo cáo;report date;ngày dữ liệu;data date;ngày tài chính;financial date;ngày ghi nhận;record date;ngày giao dịch;transaction date,time,sum;count,biz,
gold,finance_daily_business_metrics,product_category,varchar,1,0.0,,Nhóm sản phẩm hoặc danh mục dịch vụ mà doanh thu hoặc chi phí được ghi nhận.,True,False,finance,nhóm sản phẩm;product category;danh mục sản phẩm;product group;loại sản phẩm;product type;phân loại sản phẩm;product classification,dimension,count;count_distinct,biz,
gold,finance_daily_business_metrics,business_unit_level_1,varchar,1,0.0,,Đơn vị kinh doanh cấp 1 chịu trách nhiệm về doanh thu hoặc chi phí của sản phẩm.,True,False,finance,đơn vị kinh doanh;business unit;khối kinh doanh;business division;bộ phận kinh doanh;sales unit;đơn vị phụ trách;responsible unit,dimension,count;count_distinct,biz,
gold,finance_daily_business_metrics,territory_name,varchar,1,0.0,,Khu vực hoặc thị trường nơi doanh thu hoặc chi phí được ghi nhận.,True,False,finance,khu vực;territory;thị trường;market;vùng kinh doanh;sales region;địa bàn;business territory;vùng địa lý;geographical area,dimension,count;count_distinct,biz,
gold,finance_daily_business_metrics,actual_cost_amount,bigint,1,0.0,,Tổng chi phí thực tế phát sinh cho sản phẩm hoặc dịch vụ trong ngày báo cáo.,True,False,finance,chi phí thực tế;actual cost;chi phí sản xuất;production cost;chi phí vận hành;operating cost;total cost;chi phí thực;real cost,measure,sum;avg;max;min,biz,
gold,finance_daily_business_metrics,allocated_revenue_amount,bigint,1,0.0,,Tổng số tiền doanh thu đã được phân bổ từ khách hàng trong ngày báo cáo.,True,False,finance,tiền thu khách hàng;cash collection;doanh thu đã thu;collected revenue;thu tiền;received payment;tiền thu thực tế;actual collected cash,measure,sum;avg;max;min,biz,
gold,finance_daily_business_metrics,sales_revenue_amount,bigint,1,0.0,,Tổng doanh thu bán hàng được ghi nhận trong ngày báo cáo.,True,False,finance,doanh thu bán hàng;sales revenue;doanh thu;revenue;bán hàng;sales income;doanh số;sales amount,measure,sum;avg;max;min,biz,
gold,finance_daily_business_metrics,planned_revenue_must_amount,bigint,1,0.0,,Kế hoạch doanh thu bắt buộc cần đạt được theo kế hoạch kinh doanh.,True,False,finance,kế hoạch doanh thu bắt buộc;mandatory revenue plan;doanh thu mục tiêu;target revenue;doanh thu kế hoạch;planned revenue;must plan revenue,measure,sum;avg;max;min,biz,
gold,finance_daily_business_metrics,planned_revenue_nice_amount,bigint,1,0.0,,Kế hoạch doanh thu kỳ vọng hoặc mục tiêu mở rộng ngoài mức bắt buộc.,True,False,finance,kế hoạch doanh thu kỳ vọng;nice revenue plan;doanh thu kỳ vọng;expected revenue;doanh thu mục tiêu mở rộng;stretch revenue plan,measure,sum;avg;max;min,biz,
gold,finance_daily_business_metrics,gross_profit_amount,bigint,1,0.0,,Lợi nhuận gộp được tính bằng doanh thu bán hàng trừ đi chi phí thực tế.,True,False,finance,lợi nhuận gộp;gross profit;lợi nhuận trước chi phí khác;gross margin value;profit before overhead;lãi gộp;gross earnings,measure,sum;avg;max;min,biz,
gold,finance_daily_business_metrics,revenue_vs_plan_gap_amount,bigint,1,0.0,,Chênh lệch giữa doanh thu thực thu và kế hoạch doanh thu bắt buộc.,True,False,finance,chênh lệch doanh thu kế hoạch;revenue vs plan gap;khoảng cách doanh thu;revenue gap;thiếu hụt doanh thu;revenue shortfall;vượt kế hoạch doanh thu;revenue surplus,measure,sum;avg;max;min,biz,
gold,hr_master_report,age,integer,1,0.0,,Tuổi của nhân viên tại thời điểm báo cáo.,True,False,hr,tuổi;độ tuổi;age;employee age;tuổi nhân viên;age of employee;age of staff;số năm tuổi;age (years);tuổi hiện tại,dimension,count;count_distinct,hr,
gold,hr_master_report,current_status,varchar,1,0.0,,"Trạng thái hiện tại của nhân viên (ví dụ: đang làm việc, nghỉ phép, thôi việc).",True,False,hr,trạng thái hiện tại; t tình trạng nhân viên; status hiện tại; employee status; current status; trạng thái công việc; tình trạng công việc; status của nhân viên; nhân viên đang ở trạng thái gì; what is the employee's current status,dimension,count;count_distinct,hr,Deactive ; Active ; Nghỉ việc (out chủ động) ; Nghỉ việc (Fresher/SV/CTV) ; Nghỉ việc (VCS cho nghỉ) ; Đang xin nghỉ
gold,hr_master_report,department_level_2,varchar,1,0.0,,Tên cấp 2 của bộ phận hoặc phòng ban trong cấu trúc tổ chức.,True,False,hr,bộ phận cấp 2;phòng ban cấp 2;đơn vị cấp 2;sub-department;second-level department;department level 2;department tier 2;nhóm phòng cấp 2;đơn vị phụ;department subunit,dimension,count;count_distinct,hr,
